elapsed,temp_phy0,temp_phy1
619.5,96.0,96.0
620.5,96.0,96.0
621.6,94.0,94.0
622.6,94.0,94.0
623.7,94.0,94.0
624.8,94.0,94.0
625.8,94.0,94.0
626.9,94.0,94.0
628.0,94.0,94.0
629.0,94.0,94.0
630.1,94.0,94.0
631.2,94.0,94.0
632.2,94.0,94.0
633.3,94.0,94.0
634.3,94.0,94.0
635.4,94.0,94.0
636.5,96.0,96.0
637.5,96.0,96.0
638.6,96.0,96.0
639.7,98.0,98.0
640.7,100.0,100.0
641.8,100.0,100.0
642.8,102.0,102.0
643.9,102.0,102.0
645.0,104.0,104.0
646.0,104.0,104.0
647.1,104.0,104.0
648.2,104.0,104.0
649.2,104.0,104.0
650.3,104.0,104.0
651.4,107.0,107.0
652.4,107.0,107.0
653.5,107.0,107.0
654.6,107.0,107.0
655.6,107.0,107.0
656.7,107.0,107.0
657.8,102.0,102.0
658.8,98.0,98.0
659.9,96.0,96.0
661.0,96.0,96.0
662.0,96.0,96.0
663.1,96.0,96.0
664.2,96.0,96.0
665.2,96.0,96.0
666.3,96.0,96.0
667.3,96.0,96.0
668.4,96.0,96.0
669.5,96.0,96.0
670.5,96.0,96.0
671.6,98.0,98.0
672.6,102.0,102.0
673.7,102.0,102.0
674.8,102.0,102.0
675.8,104.0,104.0
676.9,104.0,104.0
678.0,104.0,104.0
679.0,104.0,104.0
680.1,107.0,107.0
681.1,104.0,104.0
682.2,107.0,107.0
683.3,107.0,107.0
684.3,107.0,107.0
685.4,107.0,107.0
686.4,107.0,107.0
687.5,109.0,109.0
688.6,109.0,109.0
689.6,109.0,109.0
690.7,107.0,107.0
691.7,109.0,109.0
692.8,109.0,109.0
693.9,107.0,107.0
694.9,109.0,109.0
696.0,109.0,109.0
697.1,109.0,109.0
698.1,109.0,109.0
699.2,109.0,109.0
700.3,109.0,109.0
701.3,109.0,109.0
702.4,109.0,109.0
703.5,107.0,107.0
704.5,109.0,109.0
705.6,109.0,109.0
706.7,109.0,109.0
707.7,109.0,109.0
708.8,109.0,109.0
709.8,109.0,109.0
710.9,109.0,109.0
712.0,109.0,109.0
713.0,109.0,109.0
714.1,109.0,109.0
715.2,109.0,109.0
716.2,109.0,109.0
717.3,109.0,109.0
718.4,109.0,109.0
719.4,109.0,109.0
720.5,109.0,109.0
721.5,109.0,109.0
722.6,109.0,109.0
723.7,109.0,109.0
724.7,109.0,109.0
725.8,109.0,109.0
726.9,109.0,109.0
727.9,109.0,109.0
729.0,109.0,109.0
730.1,111.0,111.0
731.1,109.0,109.0
732.2,111.0,111.0
733.3,109.0,109.0
734.3,111.0,111.0
735.4,111.0,111.0
736.4,109.0,109.0
737.5,109.0,109.0
738.6,111.0,111.0
739.6,111.0,111.0
740.7,109.0,109.0
741.7,109.0,109.0
742.8,111.0,111.0
743.9,109.0,109.0
744.9,109.0,109.0
746.0,109.0,109.0
747.1,109.0,109.0
748.1,111.0,111.0
749.2,109.0,109.0
750.2,109.0,109.0
751.3,111.0,111.0
752.4,109.0,109.0
753.4,109.0,109.0
754.5,109.0,109.0
755.5,109.0,109.0
756.6,111.0,111.0
757.7,109.0,109.0
758.7,109.0,109.0
759.8,111.0,111.0
760.9,111.0,111.0
762.0,111.0,111.0
763.0,109.0,109.0
764.1,111.0,111.0
765.1,111.0,111.0
766.2,111.0,111.0
767.3,111.0,111.0
768.3,111.0,111.0
769.4,111.0,111.0
770.5,111.0,111.0
771.5,111.0,111.0
772.6,109.0,109.0
773.7,109.0,109.0
774.7,109.0,109.0
775.8,109.0,109.0
776.9,109.0,109.0
777.9,109.0,109.0
779.0,111.0,111.0
780.0,111.0,111.0
781.1,111.0,111.0
782.2,111.0,111.0
783.2,111.0,111.0
784.3,111.0,111.0
785.3,111.0,111.0
786.4,111.0,111.0
787.5,111.0,111.0
788.5,111.0,111.0
789.6,109.0,109.0
790.7,109.0,109.0
791.7,111.0,111.0
792.8,111.0,111.0
793.8,111.0,111.0
794.9,111.0,111.0
796.0,111.0,111.0
797.0,111.0,111.0
798.1,109.0,109.0
799.2,111.0,111.0
800.2,111.0,111.0
801.3,111.0,111.0
802.3,111.0,111.0
803.4,111.0,111.0
804.5,109.0,109.0
805.5,111.0,111.0
806.6,111.0,111.0
807.7,109.0,109.0
808.7,109.0,109.0
809.8,109.0,109.0
810.8,111.0,111.0
811.9,109.0,109.0
813.0,109.0,109.0
814.0,111.0,111.0
815.1,111.0,111.0
816.2,109.0,109.0
817.2,111.0,111.0
818.3,111.0,111.0
819.3,111.0,111.0
820.4,111.0,111.0
821.5,111.0,111.0
822.5,109.0,109.0
823.6,111.0,111.0
824.6,111.0,111.0
825.7,111.0,111.0
826.8,111.0,111.0
827.8,111.0,111.0
828.9,111.0,111.0
830.0,111.0,111.0
831.0,109.0,109.0
832.1,111.0,111.0
833.2,111.0,111.0
834.2,111.0,111.0
835.3,111.0,111.0
836.4,111.0,111.0
837.4,111.0,111.0
838.5,111.0,111.0
839.6,111.0,111.0
840.6,111.0,111.0
841.7,111.0,111.0
842.7,111.0,111.0
843.8,111.0,111.0
844.9,111.0,111.0
845.9,111.0,111.0
847.0,111.0,111.0
848.1,111.0,111.0
849.1,111.0,111.0
850.2,111.0,111.0
851.2,111.0,111.0
852.3,111.0,111.0
853.4,111.0,111.0
854.4,111.0,111.0
855.5,111.0,111.0
856.6,111.0,111.0
857.6,111.0,111.0
858.7,111.0,111.0
859.7,111.0,111.0
860.8,111.0,111.0
861.9,111.0,111.0
862.9,111.0,111.0
864.0,111.0,111.0
865.1,113.0,113.0
866.1,113.0,113.0
867.2,113.0,113.0
868.2,113.0,113.0
869.3,115.0,115.0
870.4,117.0,117.0
871.4,117.0,117.0
872.5,117.0,117.0
873.5,119.0,119.0
874.6,115.0,115.0
875.7,115.0,115.0
876.7,115.0,115.0
877.8,115.0,115.0
878.8,115.0,115.0
879.9,113.0,113.0
881.0,115.0,115.0
882.0,115.0,115.0
883.1,115.0,115.0
884.2,115.0,115.0
885.2,115.0,115.0
886.3,115.0,115.0
887.4,117.0,117.0
888.4,117.0,117.0
889.5,117.0,117.0
890.6,117.0,117.0
891.6,117.0,117.0
892.7,117.0,117.0
893.8,117.0,117.0
894.8,117.0,117.0
895.9,117.0,117.0
896.9,117.0,117.0
898.0,117.0,117.0
899.1,117.0,117.0
900.1,117.0,117.0
901.2,117.0,117.0
902.2,117.0,117.0
903.3,119.0,119.0
904.4,117.0,117.0
905.4,115.0,115.0
906.5,115.0,115.0
907.6,115.0,115.0
908.6,113.0,113.0
909.7,113.0,113.0
910.7,113.0,113.0
911.8,113.0,113.0
912.9,113.0,113.0
913.9,113.0,113.0
915.0,113.0,113.0
916.0,111.0,111.0
