elapsed,temp_phy0,temp_phy1
1.0,77.0,77.0
2.1,83.0,83.0
3.1,86.0,86.0
4.2,88.0,88.0
5.3,88.0,88.0
6.3,90.0,90.0
7.4,92.0,92.0
8.5,92.0,92.0
9.5,92.0,92.0
10.6,94.0,94.0
11.7,94.0,94.0
12.7,96.0,96.0
13.8,96.0,96.0
14.9,98.0,98.0
15.9,98.0,98.0
17.0,98.0,98.0
18.1,98.0,98.0
19.1,98.0,98.0
20.2,100.0,100.0
21.3,100.0,100.0
22.4,100.0,100.0
23.4,100.0,100.0
24.5,100.0,100.0
25.6,100.0,100.0
26.6,100.0,100.0
27.7,102.0,102.0
28.8,102.0,102.0
29.8,102.0,102.0
30.9,102.0,102.0
32.0,104.0,104.0
33.0,104.0,104.0
34.1,104.0,104.0
35.2,104.0,104.0
36.2,104.0,104.0
37.3,104.0,104.0
38.4,107.0,107.0
39.5,107.0,107.0
40.5,104.0,104.0
41.6,107.0,107.0
42.7,107.0,107.0
43.7,104.0,104.0
44.8,107.0,107.0
45.9,107.0,107.0
46.9,107.0,107.0
48.0,107.0,107.0
49.1,107.0,107.0
50.1,107.0,107.0
51.2,107.0,107.0
52.3,109.0,109.0
53.3,109.0,109.0
54.4,109.0,109.0
55.5,109.0,109.0
56.5,109.0,109.0
57.6,109.0,109.0
58.7,109.0,109.0
59.8,109.0,109.0
60.8,109.0,109.0
61.9,109.0,109.0
63.0,109.0,109.0
64.0,109.0,109.0
65.1,109.0,109.0
66.2,109.0,109.0
67.2,109.0,109.0
68.3,109.0,109.0
69.4,109.0,109.0
70.4,109.0,109.0
71.5,111.0,111.0
72.5,109.0,109.0
73.6,109.0,109.0
74.7,109.0,109.0
75.7,111.0,111.0
76.8,111.0,111.0
77.9,111.0,111.0
78.9,111.0,111.0
80.0,111.0,111.0
81.1,111.0,111.0
82.1,111.0,111.0
83.2,111.0,111.0
84.3,111.0,111.0
85.3,111.0,111.0
86.4,111.0,111.0
87.5,111.0,111.0
88.5,111.0,111.0
89.6,111.0,111.0
90.7,111.0,111.0
91.8,111.0,111.0
92.8,113.0,113.0
93.9,113.0,113.0
95.0,113.0,113.0
96.0,113.0,113.0
97.1,113.0,113.0
98.2,113.0,113.0
99.2,113.0,113.0
100.3,113.0,113.0
101.4,113.0,113.0
102.4,113.0,113.0
103.5,113.0,113.0
104.6,113.0,113.0
105.6,113.0,113.0
106.7,113.0,113.0
107.8,113.0,113.0
108.9,113.0,113.0
109.9,113.0,113.0
111.0,113.0,113.0
112.1,113.0,113.0
113.1,113.0,113.0
114.2,113.0,113.0
115.3,115.0,115.0
116.3,113.0,113.0
117.4,113.0,113.0
118.5,113.0,113.0
119.5,115.0,115.0
120.6,115.0,115.0
121.7,115.0,115.0
122.7,115.0,115.0
123.8,115.0,115.0
124.9,115.0,115.0
126.0,115.0,115.0
127.0,113.0,113.0
128.1,115.0,115.0
129.2,115.0,115.0
130.2,115.0,115.0
131.3,115.0,115.0
132.4,115.0,115.0
133.4,115.0,115.0
134.5,115.0,115.0
135.6,115.0,115.0
136.6,115.0,115.0
137.7,115.0,115.0
138.8,115.0,115.0
139.8,115.0,115.0
140.9,115.0,115.0
142.0,115.0,115.0
143.0,115.0,115.0
144.1,115.0,115.0
145.2,115.0,115.0
146.2,117.0,117.0
147.3,117.0,117.0
148.4,117.0,117.0
149.5,115.0,115.0
150.5,117.0,117.0
