elapsed,temp_phy0,temp_phy1,tx_mbps,rx_mbps,total_mbps
612.4,67.0,67.0,0.0,0.0,0.0
613.4,67.0,67.0,0.0,0.0,0.0
614.5,67.0,67.0,0.0,0.0,0.0
615.6,67.0,67.0,0.0,0.0,0.0
616.6,67.0,67.0,0.0,0.0,0.0
617.7,67.0,67.0,0.0,0.0,0.0
618.7,67.0,67.0,0.0,0.0,0.0
619.8,67.0,67.0,0.0,0.0,0.0
620.8,67.0,67.0,0.0,0.0,0.0
621.9,67.0,67.0,0.0,0.0,0.0
623.0,67.0,67.0,0.0,0.0,0.0
624.0,67.0,67.0,0.0,0.0,0.0
625.1,67.0,67.0,0.0,0.0,0.0
626.2,67.0,67.0,0.0,0.0,0.0
627.2,67.0,67.0,0.0,0.0,0.0
628.3,67.0,67.0,0.0,0.0,0.0
629.3,67.0,67.0,0.0,0.0,0.0
630.4,67.0,67.0,0.0,0.0,0.0
631.5,67.0,67.0,0.0,0.0,0.0
632.5,67.0,67.0,0.0,0.0,0.0
633.6,67.0,67.0,0.0,0.0,0.0
634.7,67.0,67.0,0.0,0.0,0.0
635.7,67.0,67.0,0.0,0.0,0.0
636.8,67.0,67.0,0.0,0.0,0.0
637.8,67.0,67.0,0.0,0.0,0.0
638.9,67.0,67.0,0.0,0.0,0.0
640.0,67.0,67.0,0.0,0.0,0.0
641.0,67.0,67.0,0.0,0.0,0.0
642.1,67.0,67.0,0.0,0.0,0.0
643.2,67.0,67.0,0.0,0.0,0.0
644.2,67.0,67.0,0.0,0.0,0.0
645.3,67.0,67.0,0.0,0.0,0.0
646.3,67.0,67.0,0.0,0.0,0.0
647.4,67.0,67.0,0.0,0.0,0.0
648.5,67.0,67.0,0.0,0.0,0.0
649.5,67.0,67.0,0.0,0.0,0.0
650.6,67.0,67.0,0.0,0.0,0.0
651.6,67.0,67.0,0.0,0.0,0.0
652.7,67.0,67.0,0.0,0.0,0.0
653.8,67.0,67.0,0.0,0.0,0.0
654.8,67.0,67.0,0.0,0.0,0.0
655.9,67.0,67.0,0.0,0.0,0.0
657.0,67.0,67.0,0.0,0.0,0.0
658.0,67.0,67.0,0.0,0.0,0.0
659.1,67.0,67.0,0.0,0.0,0.0
660.2,67.0,67.0,0.0,0.0,0.0
661.2,67.0,67.0,0.0,0.0,0.0
662.3,67.0,67.0,0.0,0.0,0.0
663.3,67.0,67.0,0.0,0.0,0.0
664.4,67.0,67.0,0.0,0.0,0.0
665.5,67.0,67.0,0.0,0.0,0.0
666.5,67.0,67.0,0.0,0.0,0.0
667.6,67.0,67.0,0.0,0.0,0.0
668.6,67.0,67.0,0.0,0.0,0.0
669.7,67.0,67.0,0.0,0.0,0.0
670.8,67.0,67.0,0.0,0.0,0.0
671.8,67.0,67.0,0.0,0.0,0.0
672.9,67.0,67.0,0.0,0.0,0.0
674.0,67.0,67.0,0.0,0.0,0.0
675.0,67.0,67.0,0.0,0.0,0.0
676.1,67.0,67.0,0.0,0.0,0.0
677.1,67.0,67.0,0.0,0.0,0.0
678.2,67.0,67.0,0.0,0.0,0.0
679.3,67.0,67.0,0.0,0.0,0.0
680.3,67.0,67.0,0.0,0.0,0.0
681.4,67.0,67.0,0.0,0.0,0.0
682.4,67.0,67.0,0.0,0.0,0.0
683.5,67.0,67.0,0.0,0.0,0.0
684.6,67.0,67.0,0.0,0.0,0.0
685.6,67.0,67.0,0.0,0.0,0.0
686.7,67.0,67.0,0.0,0.0,0.0
687.8,67.0,67.0,0.0,0.0,0.0
688.8,67.0,67.0,0.0,0.0,0.0
689.9,67.0,67.0,0.0,0.0,0.0
690.9,67.0,67.0,0.0,0.0,0.0
692.0,67.0,67.0,0.0,0.0,0.0
693.1,67.0,67.0,0.0,0.0,0.0
694.1,67.0,67.0,0.0,0.0,0.0
695.2,67.0,67.0,0.0,0.0,0.0
696.3,67.0,67.0,0.0,0.0,0.0
697.3,67.0,67.0,0.0,0.0,0.0
698.4,67.0,67.0,0.0,0.0,0.0
699.4,67.0,67.0,0.0,0.0,0.0
700.5,67.0,67.0,0.0,0.0,0.0
701.6,67.0,67.0,0.0,0.0,0.0
702.6,67.0,67.0,0.0,0.0,0.0
703.7,67.0,67.0,0.0,0.0,0.0
704.7,67.0,67.0,0.0,0.0,0.0
705.8,67.0,67.0,0.0,0.0,0.0
706.9,67.0,67.0,0.0,0.0,0.0
707.9,67.0,67.0,0.0,0.0,0.0
709.0,67.0,67.0,0.0,0.0,0.0
710.0,67.0,67.0,0.0,0.0,0.0
711.1,67.0,67.0,0.0,0.0,0.0
712.2,67.0,67.0,0.0,0.0,0.0
713.2,67.0,67.0,0.0,0.0,0.0
714.3,67.0,67.0,0.0,0.0,0.0
715.3,67.0,67.0,0.0,0.0,0.0
716.4,67.0,67.0,0.0,0.0,0.0
717.5,67.0,67.0,0.0,0.0,0.0
718.5,67.0,67.0,0.0,0.0,0.0
719.6,67.0,67.0,0.0,0.0,0.0
720.7,67.0,67.0,0.0,0.0,0.0
721.7,67.0,67.0,0.0,0.0,0.0
722.8,67.0,67.0,0.0,0.0,0.0
723.8,67.0,67.0,0.0,0.0,0.0
