elapsed,temp_phy0,temp_phy1
1.0,73.0,73.0
2.1,77.0,77.0
3.1,79.0,79.0
4.2,81.0,81.0
5.3,83.0,83.0
6.3,86.0,86.0
7.4,86.0,86.0
8.5,88.0,88.0
9.5,88.0,88.0
10.6,90.0,90.0
11.6,92.0,92.0
12.7,92.0,92.0
13.8,92.0,92.0
14.8,92.0,92.0
15.9,94.0,94.0
16.9,94.0,94.0
18.0,94.0,94.0
19.1,94.0,94.0
20.1,94.0,94.0
21.2,94.0,94.0
22.3,96.0,96.0
23.3,96.0,96.0
24.4,96.0,96.0
25.5,96.0,96.0
26.5,96.0,96.0
27.6,96.0,96.0
28.7,98.0,98.0
29.7,98.0,98.0
30.8,98.0,98.0
31.9,98.0,98.0
32.9,98.0,98.0
34.0,98.0,98.0
35.1,100.0,100.0
36.1,100.0,100.0
37.2,100.0,100.0
38.3,100.0,100.0
39.3,100.0,100.0
40.4,100.0,100.0
41.5,100.0,100.0
42.5,100.0,100.0
43.6,102.0,102.0
44.7,100.0,100.0
45.7,102.0,102.0
46.8,102.0,102.0
47.9,102.0,102.0
49.0,102.0,102.0
50.0,102.0,102.0
51.1,102.0,102.0
52.2,102.0,102.0
53.2,102.0,102.0
54.3,102.0,102.0
55.4,102.0,102.0
56.4,104.0,104.0
57.5,104.0,104.0
58.6,104.0,104.0
59.7,104.0,104.0
60.7,104.0,104.0
61.8,104.0,104.0
62.9,104.0,104.0
63.9,104.0,104.0
65.0,104.0,104.0
66.1,104.0,104.0
67.1,104.0,104.0
68.2,104.0,104.0
69.3,104.0,104.0
70.3,104.0,104.0
71.4,104.0,104.0
72.5,104.0,104.0
73.6,104.0,104.0
74.6,104.0,104.0
75.7,104.0,104.0
76.8,104.0,104.0
77.8,104.0,104.0
78.9,104.0,104.0
80.0,104.0,104.0
81.0,107.0,107.0
82.1,107.0,107.0
83.2,107.0,107.0
84.3,107.0,107.0
85.3,107.0,107.0
86.4,107.0,107.0
87.5,107.0,107.0
88.5,107.0,107.0
89.6,107.0,107.0
90.7,107.0,107.0
91.7,107.0,107.0
92.8,107.0,107.0
93.8,107.0,107.0
94.9,107.0,107.0
96.0,107.0,107.0
97.0,107.0,107.0
98.1,109.0,109.0
99.1,109.0,109.0
100.2,109.0,109.0
101.3,109.0,109.0
102.3,109.0,109.0
103.4,109.0,109.0
104.5,109.0,109.0
105.5,109.0,109.0
106.6,109.0,109.0
107.7,109.0,109.0
108.7,109.0,109.0
109.8,109.0,109.0
110.9,109.0,109.0
111.9,109.0,109.0
113.0,109.0,109.0
114.1,109.0,109.0
115.2,109.0,109.0
116.2,109.0,109.0
117.3,109.0,109.0
118.4,109.0,109.0
119.4,109.0,109.0
120.5,109.0,109.0
121.6,109.0,109.0
122.6,109.0,109.0
123.7,109.0,109.0
124.8,111.0,111.0
125.8,109.0,109.0
126.9,111.0,111.0
128.0,111.0,111.0
129.1,109.0,109.0
130.1,111.0,111.0
131.2,111.0,111.0
132.3,109.0,109.0
133.3,111.0,111.0
134.4,111.0,111.0
135.5,111.0,111.0
136.5,111.0,111.0
137.6,111.0,111.0
138.7,111.0,111.0
139.7,111.0,111.0
140.8,111.0,111.0
141.9,111.0,111.0
142.9,111.0,111.0
144.0,111.0,111.0
145.1,111.0,111.0
146.1,111.0,111.0
147.2,111.0,111.0
148.3,111.0,111.0
149.3,111.0,111.0
150.4,111.0,111.0
151.5,111.0,111.0
152.6,111.0,111.0
153.6,111.0,111.0
154.7,111.0,111.0
155.8,111.0,111.0
156.8,111.0,111.0
157.9,111.0,111.0
159.0,111.0,111.0
160.0,113.0,113.0
161.1,113.0,113.0
162.2,113.0,113.0
163.2,113.0,113.0
164.3,113.0,113.0
165.4,113.0,113.0
166.4,113.0,113.0
167.5,113.0,113.0
168.6,113.0,113.0
169.7,113.0,113.0
170.7,113.0,113.0
171.8,113.0,113.0
172.9,113.0,113.0
173.9,113.0,113.0
175.0,113.0,113.0
176.1,113.0,113.0
177.1,113.0,113.0
178.2,113.0,113.0
179.3,113.0,113.0
180.3,113.0,113.0
181.4,113.0,113.0
182.5,113.0,113.0
183.6,113.0,113.0
184.6,113.0,113.0
185.7,113.0,113.0
186.8,113.0,113.0
187.8,113.0,113.0
188.9,113.0,113.0
190.0,113.0,113.0
191.0,113.0,113.0
192.1,113.0,113.0
193.2,113.0,113.0
194.3,113.0,113.0
195.3,115.0,115.0
196.4,113.0,113.0
197.5,115.0,115.0
198.5,115.0,115.0
199.6,113.0,113.0
200.7,113.0,113.0
201.7,115.0,115.0
202.8,113.0,113.0
203.9,115.0,115.0
204.9,115.0,115.0
206.0,113.0,113.0
207.1,115.0,115.0
208.2,115.0,115.0
209.2,115.0,115.0
210.3,115.0,115.0
211.4,115.0,115.0
212.4,115.0,115.0
213.5,115.0,115.0
214.6,115.0,115.0
215.6,115.0,115.0
216.7,115.0,115.0
217.8,115.0,115.0
218.8,115.0,115.0
219.9,115.0,115.0
221.0,117.0,117.0
222.1,115.0,115.0
223.1,115.0,115.0
224.2,115.0,115.0
225.2,115.0,115.0
226.3,115.0,115.0
227.4,117.0,117.0
228.4,117.0,117.0
229.5,117.0,117.0
230.6,115.0,115.0
231.7,117.0,117.0
232.7,115.0,115.0
233.8,117.0,117.0
234.9,117.0,117.0
235.9,117.0,117.0
237.0,117.0,117.0
238.1,115.0,115.0
239.1,117.0,117.0
240.2,117.0,117.0
241.3,117.0,117.0
242.3,117.0,117.0
243.4,117.0,117.0
244.5,117.0,117.0
245.5,117.0,117.0
246.6,117.0,117.0
247.7,117.0,117.0
248.8,117.0,117.0
249.8,117.0,117.0
250.9,117.0,117.0
252.0,117.0,117.0
253.0,117.0,117.0
254.1,117.0,117.0
255.2,117.0,117.0
256.2,117.0,117.0
257.3,117.0,117.0
258.4,117.0,117.0
259.4,117.0,117.0
260.5,117.0,117.0
261.6,117.0,117.0
262.6,117.0,117.0
263.7,117.0,117.0
264.8,117.0,117.0
265.9,117.0,117.0
266.9,117.0,117.0
268.0,117.0,117.0
269.1,117.0,117.0
270.1,117.0,117.0
271.2,117.0,117.0
272.3,117.0,117.0
273.3,117.0,117.0
274.4,117.0,117.0
275.5,117.0,117.0
276.5,117.0,117.0
277.6,117.0,117.0
278.7,117.0,117.0
279.7,117.0,117.0
280.8,117.0,117.0
281.9,117.0,117.0
282.9,117.0,117.0
284.0,117.0,117.0
285.1,117.0,117.0
286.2,117.0,117.0
287.2,117.0,117.0
288.3,117.0,117.0
289.4,117.0,117.0
290.4,117.0,117.0
291.5,117.0,117.0
292.6,117.0,117.0
293.6,117.0,117.0
294.7,119.0,119.0
295.8,115.0,115.0
296.8,113.0,113.0
297.9,113.0,113.0
299.0,111.0,111.0
300.0,111.0,111.0
301.1,111.0,111.0
302.2,111.0,111.0
303.2,109.0,109.0
304.3,109.0,109.0
305.3,109.0,109.0
306.4,109.0,109.0
307.5,109.0,109.0
308.5,109.0,109.0
309.6,109.0,109.0
310.7,109.0,109.0
311.7,109.0,109.0
312.8,109.0,109.0
313.8,107.0,107.0
314.9,107.0,107.0
316.0,107.0,107.0
317.0,107.0,107.0
318.1,107.0,107.0
319.2,107.0,107.0
